1.6e-006,187370286250000,-0.109099,-0.0688172,0.12899,-2.57885,0.154745,-0.979404,0.991554,-1.41409
1.59557e-006,1.87891e+014,-0.0557654,-0.113983,0.126893,-2.0258,0.674506,-0.727078,0.991766,-0.82289
1.59116e-006,1.88411e+014,0.0122458,-0.124235,0.124837,-1.47254,0.965508,-0.227602,0.991972,-0.231506
1.58678e-006,1.88932e+014,0.0744966,-0.0976454,0.122818,-0.919071,0.928556,0.349568,0.992176,0.360054
1.58242e-006,1.89452e+014,0.11286,-0.0431757,0.120836,-0.365383,0.575807,0.80825,0.992382,0.951788
1.57808e-006,1.89973e+014,0.116782,0.0222802,0.118888,0.188519,0.026896,0.992229,0.992593,1.5437
1.57377e-006,1.90493e+014,0.0861726,0.0791,0.116972,0.742631,-0.531552,0.838527,0.992812,2.13578
1.56948e-006,1.91014e+014,0.031124,0.110798,0.115087,1.29695,-0.90932,0.399073,0.993037,2.72803
1.56522e-006,1.91534e+014,-0.0313632,0.108799,0.11323,1.85145,-0.977421,-0.176721,0.993268,-2.96272
1.56098e-006,192054543406250,-0.082606,0.0747409,0.1114,2.40614,-0.712227,-0.692663,0.993503,-2.37012
1.55676e-006,1.92575e+014,-0.107814,0.0196864,0.109597,2.96099,-0.2038,-0.972617,0.993739,-1.77735
1.55256e-006,1.93095e+014,-0.100351,-0.0394296,0.107819,-2.76721,0.374578,-0.920692,0.993973,-1.1844
1.54839e-006,1.93616e+014,-0.0634532,-0.084995,0.106068,-2.21209,0.825405,-0.554207,0.994203,-0.591297
1.54424e-006,1.94136e+014,-0.00896686,-0.103957,0.104343,-1.65684,0.994425,0.00195855,0.994427,0.00196952
1.54011e-006,1.94657e+014,0.0464233,-0.0915476,0.102645,-1.10149,0.823493,0.55783,0.994644,0.595393
1.536e-006,1.95177e+014,0.0862919,-0.0524378,0.100975,-0.546047,0.370698,0.923208,0.994852,1.18897
1.53191e-006,1.95698e+014,0.0993295,0.000942018,0.099334,0.00948349,-0.209276,0.972795,0.995052,1.7827
1.52785e-006,1.96218e+014,0.0825297,0.0523302,0.0977221,0.5651,-0.717931,0.689261,0.995241,2.37657
1.52381e-006,196738800562500,0.0418169,0.0865698,0.0961404,1.12081,-0.9809,0.169404,0.995421,2.97058
1.51979e-006,1.97259e+014,-0.00998992,0.0940603,0.0945893,1.67661,-0.907785,-0.408807,0.995589,-2.71846
1.51579e-006,1.9778e+014,-0.057188,0.0734257,0.0930688,2.23251,-0.523334,-0.84713,0.995745,-2.12418
1.51181e-006,1.983e+014,-0.0859296,0.0316658,0.0915785,2.78853,0.0408405,-0.995051,0.995889,-1.52978
1.50785e-006,1.98821e+014,-0.0882663,-0.0181745,0.090118,-2.93853,0.591254,-0.801543,0.996019,-0.93525
1.50392e-006,1.99341e+014,-0.0643239,-0.0610548,0.0886862,-2.38226,0.938909,-0.33277,0.996136,-0.340609
1.5e-006,1.99862e+014,-0.0220221,-0.0844583,0.0872822,-1.82586,0.964242,0.250469,0.996242,0.254141
