1.6e-006,187370286250000,-0.0541248,-0.034635,0.0642579,-2.57234,0.160893,-0.985133,0.998185,-1.4089
1.59557e-006,1.87891e+014,-0.0273079,-0.0567587,0.0629862,-2.01923,0.682848,-0.728182,0.998263,-0.817515
1.59116e-006,1.88411e+014,0.00646048,-0.0614031,0.0617421,-1.46597,0.972953,-0.223643,0.998325,-0.225935
1.58678e-006,1.88932e+014,0.0370247,-0.04788,0.0605254,-0.912562,0.932309,0.357139,0.998373,0.365826
1.58242e-006,1.89452e+014,0.055553,-0.0208474,0.0593359,-0.359007,0.574434,0.816605,0.998407,0.957764
1.57808e-006,1.89973e+014,0.0570742,0.011255,0.0581734,0.194701,0.0208901,0.998213,0.998432,1.54987
1.57377e-006,1.90493e+014,0.0417891,0.0388191,0.0570373,0.74857,-0.539928,0.839867,0.998448,2.14214
1.56948e-006,1.91014e+014,0.0148199,0.0539277,0.055927,1.30261,-0.916891,0.395258,0.998458,2.73458
1.56522e-006,1.91534e+014,-0.015473,0.0526136,0.0548416,1.85682,-0.981319,-0.184231,0.998463,-2.95602
1.56098e-006,192054543406250,-0.040062,0.0358796,0.0537802,2.41121,-0.710999,-0.701007,0.998464,-2.36327
1.55676e-006,1.92575e+014,-0.051929,0.00922451,0.0527419,2.96579,-0.197955,-0.978643,0.998463,-1.77038
1.55256e-006,1.93095e+014,-0.0480557,-0.0191361,0.0517257,-2.76263,0.382793,-0.922169,0.998462,-1.17734
1.54839e-006,1.93616e+014,-0.0301694,-0.0407846,0.0507305,-2.20769,0.832891,-0.550653,0.998462,-0.584162
1.54424e-006,1.94136e+014,-0.00406318,-0.0495892,0.0497554,-1.65255,0.998425,0.0091395,0.998467,0.00915366
1.54011e-006,1.94657e+014,0.0222554,-0.0434293,0.0487997,-1.09724,0.822609,0.565928,0.998479,0.602605
1.536e-006,1.95177e+014,0.0410087,-0.0246799,0.0478624,-0.541758,0.365357,0.929257,0.998501,1.19619
1.53191e-006,1.95698e+014,0.0469384,0.000651553,0.0469429,0.0138801,-0.217047,0.974663,0.998537,1.78991
1.52785e-006,1.96218e+014,0.03877,0.0248322,0.0460407,0.569668,-0.725305,0.686375,0.998588,2.38376
1.52381e-006,196738800562500,0.0194456,0.0407538,0.0451553,1.1256,-0.985281,0.162886,0.998655,2.97776
1.51979e-006,1.97259e+014,-0.00489939,0.0440146,0.0442864,1.68165,-0.907697,-0.416606,0.998736,-2.7113
1.51579e-006,1.9778e+014,-0.0268705,0.0341242,0.0434336,2.23783,-0.518874,-0.853483,0.998831,-2.11704
1.51181e-006,1.983e+014,-0.040051,0.0145057,0.0425969,2.79411,0.0480858,-0.997777,0.998935,-1.52264
1.50785e-006,1.98821e+014,-0.0408679,-0.00866324,0.0417761,-2.9327,0.598779,-0.799723,0.999046,-0.928107
1.50392e-006,1.99341e+014,-0.029546,-0.0283843,0.0409712,-2.37624,0.944129,-0.327021,0.999161,-0.33344
1.5e-006,1.99862e+014,-0.00989893,-0.0389439,0.0401823,-1.81971,0.96534,0.258203,0.999275,0.261356
